#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6893","SAMN16347364","PRJNA657473","GCA_017541105.1","Contig",1.92128,55.4,,"JAFXZS01",21,1711,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/541/105/GCA_017541105.1_ASM1754110v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6294","SAMN16346765","PRJNA657473","GCA_017521425.1","Contig",2.34945,34.7,,"JAFXCQ01",33,2033,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/521/425/GCA_017521425.1_ASM1752142v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6025","SAMN16346496","PRJNA657473","GCA_017519405.1","Contig",2.27325,63.8,,"JAFWSH01",37,1945,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/519/405/GCA_017519405.1_ASM1751940v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5933","SAMN16346400","PRJNA657473","GCA_017509785.1","Contig",2.40054,57.4,,"JAFWOT01",30,2175,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/509/785/GCA_017509785.1_ASM1750978v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6181","SAMN16346652","PRJNA657473","GCA_017522705.1","Contig",1.36282,31.5,,"JAFWYH01",11,1136,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/522/705/GCA_017522705.1_ASM1752270v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6257","SAMN16346728","PRJNA657473","GCA_017516745.1","Contig",2.8865,44.7,,"JAFXBF01",28,2566,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/516/745/GCA_017516745.1_ASM1751674v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5622","SAMN16346089","PRJNA657473","GCA_017534305.1","Contig",1.5997,29.1,,"JAFWCU01",40,1532,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/534/305/GCA_017534305.1_ASM1753430v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6155","SAMN16346626","PRJNA657473","GCA_017522955.1","Contig",2.33574,47.3,,"JAFWXH01",78,2065,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/522/955/GCA_017522955.1_ASM1752295v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5354","SAMN16345821","PRJNA657473","GCA_017503745.1","Contig",1.27959,33.3,,"JAFVSM01",26,1084,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/503/745/GCA_017503745.1_ASM1750374v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6161","SAMN16346632","PRJNA657473","GCA_017545885.1","Contig",1.76294,43.7,,"JAFWXN01",38,1538,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/545/885/GCA_017545885.1_ASM1754588v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5398","SAMN16345865","PRJNA657473","GCA_017502845.1","Contig",0.82046,41.9,,"JAFVUE01",9,729,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/502/845/GCA_017502845.1_ASM1750284v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6699","SAMN16347170","PRJNA657473","GCA_017525875.1","Contig",2.48781,56.5,,"JAFXSG01",53,2284,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/525/875/GCA_017525875.1_ASM1752587v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6394","SAMN16346865","PRJNA657473","GCA_017513195.1","Contig",1.87965,39.6,,"JAFXGM01",47,1802,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/513/195/GCA_017513195.1_ASM1751319v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6241","SAMN16346712","PRJNA657473","GCA_017516965.1","Contig",1.62378,39.4,,"JAFXAP01",16,1492,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/516/965/GCA_017516965.1_ASM1751696v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5415","SAMN16345882","PRJNA657473","GCA_017502525.1","Contig",1.45632,37,,"JAFVUV01",41,1349,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/502/525/GCA_017502525.1_ASM1750252v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5322","SAMN16345789","PRJNA657473","GCA_017504405.1","Contig",1.79389,46.6,,"JAFVRG01",21,1581,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/504/405/GCA_017504405.1_ASM1750440v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6180","SAMN16346651","PRJNA657473","GCA_017522765.1","Contig",1.54218,32.5,,"JAFWYG01",7,1404,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/522/765/GCA_017522765.1_ASM1752276v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6105","SAMN16346576","PRJNA657473","GCA_017518295.1","Contig",1.59689,30.3,,"JAFWVJ01",22,1446,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/518/295/GCA_017518295.1_ASM1751829v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5739","SAMN16346206","PRJNA657473","GCA_017512025.1","Contig",1.91559,30.7,,"JAFWHH01",34,1771,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/512/025/GCA_017512025.1_ASM1751202v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6256","SAMN16346727","PRJNA657473","GCA_017516765.1","Contig",3.01438,57.5,,"JAFXBE01",121,2583,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/516/765/GCA_017516765.1_ASM1751676v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6889","SAMN16347360","PRJNA657473","GCA_017541205.1","Contig",3.00324,58.7,,"JAFXZO01",121,2717,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/541/205/GCA_017541205.1_ASM1754120v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5482","SAMN16345949","PRJNA657473","GCA_017501175.1","Contig",1.03368,48.4,,"JAFVXK01",39,926,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/501/175/GCA_017501175.1_ASM1750117v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5350","SAMN16345817","PRJNA657473","GCA_017503865.1","Contig",2.14438,44,,"JAFVSI01",90,2033,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/503/865/GCA_017503865.1_ASM1750386v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6488","SAMN16346959","PRJNA657473","GCA_017531925.1","Contig",1.13561,45.9,,"JAFXKD01",49,982,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/531/925/GCA_017531925.1_ASM1753192v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6110","SAMN16346581","PRJNA657473","GCA_017523905.1","Contig",1.6909,44,,"JAFWVO01",71,1570,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/523/905/GCA_017523905.1_ASM1752390v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG6216","SAMN16346687","PRJNA657473","GCA_017522245.1","Contig",3.05376,36.8,,"JAFWZQ01",195,2643,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/522/245/GCA_017522245.1_ASM1752224v1",
"Clostridia bacterium","Bacteria;Terrabacteria group;Bacillota","RGIG5579","SAMN16346046","PRJNA657473","GCA_017507325.1","Contig",1.63642,51.5,,"JAFWBD01",72,1474,"2021-03-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/507/325/GCA_017507325.1_ASM1750732v1",
